This file was created using the 202512 CRSP database.
It contains value- and equal-weighted returns for  5 industry portfolios.

The portfolios are constructed at the end of June.

The annual returns are from January to December.

Missing data are indicated by -99.99 or -999.


  Average Value Weighted Returns -- Monthly
,Cnsmr,Manuf,HiTec,Hlth,Other
200209,    895,    864,   1349,    568,   1579
200210,    892,    860,   1333,    566,   1569
200211,    884,    851,   1315,    561,   1555
200212,    881,    843,   1301,    560,   1545
200301,    876,    838,   1284,    557,   1536
200302,    870,    830,   1268,    553,   1519
200303,    867,    825,   1254,    548,   1511
200304,    861,    818,   1230,    537,   1495
200305,    850,    815,   1220,    532,   1490
200306,    843,    812,   1209,    531,   1478
200307,    838,    830,   1195,    531,   1527
200308,    835,    824,   1184,    521,   1511
200309,    830,    820,   1169,    517,   1497
200310,    824,    817,   1158,    516,   1491
200311,    819,    813,   1146,    515,   1482
200312,    815,    811,   1134,    514,   1466
200401,    808,    805,   1123,    513,   1455
200402,    801,    802,   1116,    510,   1442
200403,    798,    800,   1108,    507,   1433
200404,    796,    796,   1095,    507,   1427
200405,    787,    794,   1089,    505,   1413
200406,    781,    790,   1086,    503,   1398
200407,    806,    800,   1133,    555,   1489
200408,    801,    793,   1126,    553,   1468
200409,    793,    792,   1117,    549,   1460
200410,    790,    788,   1116,    549,   1448
200411,    784,    785,   1109,    549,   1436
200412,    778,    782,   1099,    548,   1426
200501,    773,    777,   1092,    545,   1414
200502,    773,    771,   1088,    542,   1394
200503,    769,    769,   1082,    541,   1381
200504,    762,    761,   1080,    540,   1373
200505,    756,    758,   1073,    538,   1366
200506,    751,    754,   1064,    535,   1355
200507,    790,    789,   1125,    578,   1447
200508,    785,    786,   1115,    571,   1441
200509,    776,    781,   1101,    568,   1432
200510,    772,    778,   1092,    564,   1425
200511,    761,    772,   1083,    560,   1420
200512,    756,    771,   1072,    554,   1414
200601,    748,    765,   1066,    553,   1401
200602,    743,    763,   1054,    547,   1390
200603,    736,    760,   1039,    544,   1385
200604,    730,    760,   1032,    541,   1376
200605,    727,    755,   1026,    535,   1369
200606,    722,    752,   1017,    531,   1361
200607,    766,    798,   1057,    576,   1451
200608,    761,    793,   1048,    573,   1440
200609,    758,    790,   1040,    572,   1433
200610,    752,    788,   1036,    572,   1427
200611,    748,    783,   1025,    571,   1418
200612,    739,    781,   1020,    564,   1407
200701,    737,    774,   1009,    559,   1397
200702,    731,    769,    997,    553,   1384
200703,    728,    765,    990,    551,   1371
200704,    723,    761,    981,    549,   1365
200705,    720,    751,    971,    543,   1352
200706,    714,    747,    961,    542,   1344
200707,    731,    787,   1021,    585,   1422
200708,    728,    784,   1011,    579,   1412
200709,    720,    781,   1001,    573,   1397
200710,    715,    779,    989,    570,   1389
200711,    707,    776,    980,    565,   1373
200712,    697,    771,    970,    557,   1363
200801,    691,    766,    961,    554,   1350
200802,    690,    764,    953,    549,   1344
200803,    688,    758,    949,    545,   1332
200804,    686,    753,    942,    540,   1320
200805,    680,    748,    936,    533,   1310
200806,    673,    744,    926,    524,   1303
200807,    699,    786,    966,    561,   1371
200808,    693,    785,    959,    555,   1356
200809,    688,    780,    947,    550,   1351
200810,    683,    777,    935,    546,   1343
200811,    675,    775,    926,    539,   1331
200812,    668,    769,    917,    537,   1321
200901,    666,    765,    910,    531,   1311
200902,    661,    762,    908,    524,   1300
200903,    656,    759,    901,    520,   1292
200904,    654,    753,    895,    512,   1283
200905,    650,    746,    886,    509,   1273
200906,    648,    741,    881,    500,   1267
200907,    643,    747,    881,    506,   1289
200908,    642,    744,    870,    502,   1284
200909,    638,    741,    865,    498,   1277
200910,    635,    740,    864,    493,   1268
200911,    633,    737,    856,    488,   1260
200912,    628,    731,    847,    483,   1251
201001,    625,    728,    841,    477,   1242
201002,    622,    728,    834,    473,   1231
201003,    620,    725,    826,    470,   1224
201004,    614,    720,    823,    465,   1218
201005,    614,    717,    812,    465,   1208
201006,    612,    714,    809,    463,   1200
201007,    627,    753,    848,    494,   1239
201008,    624,    748,    838,    485,   1222
201009,    621,    746,    832,    482,   1220
201010,    619,    739,    827,    479,   1217
201011,    617,    738,    815,    474,   1209
201012,    614,    733,    808,    469,   1201
201101,    612,    724,    798,    462,   1189
201102,    610,    720,    793,    459,   1181
201103,    608,    715,    786,    455,   1179
201104,    601,    711,    781,    452,   1173
201105,    597,    709,    771,    448,   1161
201106,    593,    706,    765,    446,   1154
201107,    606,    725,    803,    465,   1182
201108,    603,    722,    796,    465,   1172
201109,    602,    720,    791,    463,   1170
201110,    601,    717,    786,    462,   1165
201111,    599,    715,    780,    458,   1158
201112,    597,    709,    774,    455,   1148
201201,    593,    702,    769,    453,   1140
201202,    591,    698,    761,    451,   1133
201203,    589,    696,    754,    446,   1128
201204,    588,    692,    750,    443,   1123
201205,    585,    690,    747,    439,   1117
201206,    583,    686,    744,    438,   1108
201207,    598,    700,    791,    451,   1128
201208,    594,    693,    782,    451,   1124
201209,    591,    689,    775,    442,   1122
201210,    587,    687,    773,    438,   1112
201211,    581,    680,    768,    437,   1104
201212,    580,    677,    761,    436,   1100
201301,    579,    670,    753,    430,   1093
201302,    574,    669,    751,    428,   1091
201303,    568,    668,    748,    427,   1085
201304,    567,    667,    743,    423,   1079
201305,    563,    663,    735,    422,   1072
201306,    559,    659,    731,    421,   1065
201307,    577,    671,    766,    459,   1093
201308,    575,    667,    759,    458,   1086
201309,    572,    664,    753,    456,   1084
201310,    570,    662,    747,    455,   1081
201311,    566,    658,    743,    449,   1079
201312,    556,    656,    736,    448,   1074
201401,    555,    654,    730,    447,   1070
201402,    553,    654,    727,    442,   1066
201403,    549,    648,    723,    439,   1060
201404,    548,    644,    722,    438,   1058
201405,    546,    642,    719,    437,   1053
201406,    543,    639,    718,    435,   1048
201407,    568,    670,    776,    537,   1096
201408,    563,    669,    771,    535,   1092
201409,    559,    668,    770,    533,   1088
201410,    558,    667,    767,    530,   1084
201411,    554,    665,    761,    529,   1080
201412,    552,    663,    758,    524,   1074
201501,    549,    661,    750,    523,   1070
201502,    546,    659,    745,    520,   1066
201503,    542,    656,    740,    517,   1061
201504,    539,    653,    736,    515,   1055
201505,    538,    653,    731,    513,   1048
201506,    537,    652,    726,    509,   1047
201507,    555,    665,    760,    595,   1106
201508,    551,    658,    752,    594,   1100
201509,    546,    656,    749,    592,   1097
201510,    545,    649,    746,    590,   1093
201511,    542,    645,    737,    585,   1084
201512,    542,    643,    733,    582,   1079
201601,    540,    640,    727,    580,   1068
201602,    537,    629,    722,    578,   1060
201603,    535,    626,    716,    574,   1052
201604,    534,    621,    713,    574,   1044
201605,    528,    615,    710,    573,   1041
201606,    524,    612,    700,    568,   1031
201607,    541,    618,    715,    624,   1071
201608,    538,    615,    710,    616,   1063
201609,    536,    614,    704,    612,   1053
201610,    534,    608,    696,    607,   1044
201611,    530,    606,    690,    602,   1041
201612,    529,    604,    679,    598,   1038
201701,    527,    602,    672,    594,   1031
201702,    526,    599,    667,    593,   1029
201703,    524,    597,    662,    589,   1024
201704,    520,    595,    659,    585,   1018
201705,    518,    590,    654,    582,   1011
201706,    516,    587,    651,    581,   1002
201707,    529,    618,    687,    617,   1049
201708,    526,    617,    681,    617,   1047
201709,    525,    615,    673,    614,   1045
201710,    520,    610,    666,    613,   1040
201711,    520,    608,    658,    607,   1029
201712,    517,    605,    650,    603,   1019
201801,    512,    603,    647,    598,   1009
201802,    508,    603,    645,    598,   1004
201803,    507,    600,    640,    592,    999
201804,    503,    598,    637,    589,    996
201805,    499,    594,    634,    585,    988
201806,    498,    592,    631,    584,    986
201807,    512,    609,    673,    647,   1045
201808,    511,    607,    668,    643,   1039
201809,    511,    606,    664,    641,   1036
201810,    510,    605,    662,    639,   1033
201811,    505,    601,    657,    636,   1026
201812,    502,    595,    655,    633,   1020
201901,    499,    594,    648,    630,   1016
201902,    497,    592,    644,    628,   1009
201903,    497,    588,    636,    626,   1006
201904,    494,    586,    629,    623,   1001
201905,    491,    583,    626,    619,    996
201906,    489,    581,    625,    619,    992
201907,    502,    601,    655,    697,   1031
201908,    502,    598,    649,    695,   1023
201909,    500,    594,    644,    694,   1018
201910,    496,    592,    639,    693,   1012
201911,    493,    588,    634,    691,   1008
201912,    490,    585,    633,    686,   1001
202001,    488,    580,    628,    682,    992
202002,    487,    576,    628,    676,    986
202003,    483,    573,    627,    673,    983
202004,    481,    571,    622,    673,    982
202005,    481,    567,    616,    669,    979
202006,    476,    564,    614,    668,    975
202007,    487,    566,    633,    729,   1016
202008,    486,    561,    632,    725,   1008
202009,    483,    559,    627,    725,   1002
202010,    482,    556,    624,    724,   1000
202011,    482,    552,    622,    718,    994
202012,    482,    550,    621,    715,    993
202101,    479,    550,    618,    711,    992
202102,    476,    547,    616,    708,    991
202103,    476,    546,    613,    705,    988
202104,    476,    544,    611,    702,    986
202105,    475,    543,    602,    699,    983
202106,    474,    543,    598,    699,    978
202107,    514,    572,    707,    846,   1209
202108,    512,    571,    703,    843,   1204
202109,    512,    569,    700,    841,   1199
202110,    510,    568,    696,    840,   1194
