This file was created using the 202512 CRSP database.
It contains value- and equal-weighted returns for  5 industry portfolios.

The portfolios are constructed at the end of June.

The annual returns are from January to December.

Missing data are indicated by -99.99 or -999.


  Average Value Weighted Returns -- Monthly
,Cnsmr,Manuf,HiTec,Hlth,Other
194309,    254,    333,     40,     14,    139
194310,    254,    333,     40,     14,    139
194311,    254,    332,     40,     14,    139
194312,    254,    331,     40,     14,    139
194401,    254,    331,     40,     14,    137
194402,    254,    330,     40,     14,    135
194403,    254,    330,     40,     14,    134
194404,    254,    330,     40,     14,    134
194405,    254,    330,     40,     14,    134
194406,    254,    329,     40,     14,    134
194407,    257,    345,     43,     15,    138
194408,    257,    345,     43,     15,    137
194409,    257,    345,     43,     15,    137
194410,    256,    345,     43,     15,    137
194411,    255,    345,     43,     15,    136
194412,    255,    345,     43,     15,    136
194501,    255,    345,     43,     15,    135
194502,    254,    345,     43,     15,    135
194503,    254,    345,     43,     15,    135
194504,    254,    345,     43,     15,    135
194505,    254,    345,     43,     15,    135
194506,    254,    345,     43,     15,    135
194507,    266,    353,     46,     16,    140
194508,    266,    353,     46,     16,    140
194509,    266,    353,     46,     16,    140
194510,    266,    353,     46,     16,    140
194511,    265,    353,     46,     16,    140
194512,    265,    352,     46,     16,    139
194601,    265,    352,     46,     16,    139
194602,    265,    351,     46,     16,    139
194603,    264,    351,     46,     16,    139
194604,    264,    351,     46,     16,    139
194605,    264,    351,     46,     16,    139
194606,    264,    351,     46,     16,    139
194607,    274,    374,     48,     18,    144
194608,    274,    374,     48,     18,    144
194609,    273,    374,     48,     18,    144
194610,    273,    374,     48,     18,    144
194611,    272,    374,     48,     18,    144
194612,    272,    374,     47,     18,    144
194701,    272,    374,     47,     18,    144
194702,    272,    374,     47,     18,    144
194703,    272,    374,     47,     18,    144
194704,    272,    374,     47,     18,    144
194705,    272,    374,     47,     18,    144
194706,    272,    374,     47,     18,    144
194707,    289,    396,     50,     18,    148
194708,    289,    395,     50,     18,    148
194709,    289,    395,     50,     18,    148
194710,    289,    395,     50,     18,    148
194711,    289,    394,     50,     18,    148
194712,    289,    394,     50,     18,    148
194801,    289,    394,     50,     18,    148
194802,    289,    394,     50,     18,    148
194803,    289,    394,     50,     18,    148
194804,    289,    394,     50,     18,    148
194805,    289,    394,     50,     18,    148
194806,    289,    394,     50,     18,    148
194807,    300,    413,     51,     18,    156
194808,    300,    412,     51,     18,    156
194809,    300,    412,     51,     18,    156
194810,    300,    411,     51,     18,    156
194811,    300,    411,     51,     18,    156
194812,    300,    411,     51,     18,    156
194901,    300,    411,     51,     18,    156
194902,    300,    411,     51,     18,    156
194903,    300,    411,     51,     18,    156
194904,    300,    411,     51,     18,    156
194905,    300,    411,     51,     18,    156
194906,    300,    411,     51,     18,    156
194907,    304,    426,     53,     18,    160
194908,    304,    425,     53,     18,    160
194909,    304,    425,     53,     18,    160
194910,    304,    425,     53,     18,    160
194911,    304,    425,     53,     18,    160
194912,    304,    425,     53,     18,    160
195001,    304,    425,     53,     18,    159
195002,    302,    425,     53,     18,    159
195003,    302,    425,     53,     18,    159
195004,    302,    425,     53,     18,    159
195005,    302,    425,     53,     18,    159
195006,    302,    425,     52,     18,    159
195007,    303,    444,     52,     18,    161
195008,    303,    443,     52,     18,    161
195009,    303,    443,     52,     18,    161
195010,    303,    443,     52,     18,    161
195011,    303,    443,     52,     18,    161
195012,    303,    443,     52,     18,    161
195101,    302,    442,     52,     18,    161
195102,    302,    442,     52,     18,    160
195103,    302,    442,     52,     18,    160
195104,    302,    442,     52,     18,    160
195105,    302,    442,     52,     18,    160
195106,    302,    442,     52,     18,    160
195107,    307,    462,     54,     19,    163
195108,    307,    462,     54,     19,    163
195109,    306,    462,     54,     19,    163
195110,    306,    461,     54,     19,    163
195111,    306,    461,     54,     19,    163
195112,    306,    459,     54,     19,    163
195201,    306,    459,     54,     19,    163
195202,    306,    459,     54,     19,    163
195203,    306,    459,     54,     19,    163
195204,    306,    459,     54,     19,    162
195205,    305,    459,     54,     19,    162
195206,    305,    459,     54,     19,    162
195207,    309,    467,     57,     19,    162
195208,    309,    467,     57,     19,    162
195209,    309,    467,     57,     19,    162
195210,    309,    467,     57,     19,    162
195211,    309,    467,     57,     18,    162
195212,    309,    466,     57,     18,    162
195301,    309,    466,     57,     18,    162
195302,    309,    466,     57,     18,    162
195303,    308,    466,     56,     18,    162
195304,    306,    466,     55,     18,    162
195305,    306,    466,     55,     18,    162
195306,    306,    465,     55,     17,    159
195307,    307,    479,     58,     18,    163
195308,    307,    477,     58,     18,    163
195309,    306,    477,     58,     18,    163
195310,    304,    477,     58,     18,    163
195311,    303,    477,     58,     18,    163
195312,    303,    476,     58,     18,    163
195401,    303,    476,     58,     18,    163
195402,    303,    476,     58,     18,    163
195403,    303,    476,     58,     18,    163
195404,    303,    476,     58,     18,    163
195405,    303,    475,     58,     18,    163
195406,    302,    473,     58,     18,    163
195407,    301,    483,     59,     18,    164
195408,    301,    483,     59,     18,    164
195409,    301,    482,     59,     18,    164
195410,    301,    482,     59,     18,    164
195411,    300,    481,     59,     18,    162
195412,    300,    480,     59,     18,    162
195501,    300,    480,     59,     18,    162
195502,    300,    479,     59,     18,    162
195503,    298,    478,     59,     18,    162
195504,    298,    476,     59,     18,    162
195505,    298,    476,     59,     17,    161
195506,    298,    475,     58,     17,    160
195507,    302,    492,     60,     17,    161
195508,    302,    491,     58,     17,    161
195509,    302,    490,     58,     17,    160
195510,    301,    488,     58,     17,    160
195511,    300,    487,     58,     17,    160
195512,    300,    487,     58,     17,    160
195601,    298,    485,     58,     17,    160
195602,    296,    485,     58,     17,    160
195603,    295,    485,     58,     17,    160
195604,    295,    485,     58,     17,    160
195605,    295,    485,     58,     17,    160
195606,    293,    485,     58,     17,    160
195607,    294,    498,     60,     17,    160
195608,    293,    495,     60,     17,    160
195609,    292,    494,     60,     17,    159
195610,    292,    493,     60,     17,    159
195611,    292,    490,     60,     17,    159
195612,    291,    490,     60,     17,    159
195701,    291,    490,     60,     17,    159
195702,    291,    486,     60,     17,    159
195703,    291,    486,     60,     17,    159
195704,    291,    486,     60,     17,    159
195705,    290,    486,     60,     17,    159
195706,    288,    485,     60,     17,    159
195707,    293,    498,     70,     17,    162
195708,    293,    498,     69,     17,    162
195709,    292,    497,     68,     17,    162
195710,    292,    496,     68,     17,    161
195711,    290,    496,     67,     17,    161
195712,    290,    496,     66,     17,    161
195801,    290,    494,     66,     17,    159
195802,    290,    492,     66,     17,    159
195803,    289,    492,     66,     17,    159
195804,    287,    490,     66,     17,    158
195805,    287,    490,     66,     17,    158
195806,    286,    489,     66,     17,    158
195807,    282,    499,     73,     20,    170
195808,    282,    499,     72,     20,    169
195809,    282,    499,     72,     20,    168
195810,    282,    498,     72,     20,    166
195811,    282,    497,     72,     20,    164
195812,    282,    497,     72,     20,    164
195901,    282,    496,     72,     20,    164
195902,    282,    496,     72,     20,    164
195903,    280,    496,     72,     20,    164
195904,    280,    495,     71,     20,    162
195905,    280,    494,     71,     20,    160
195906,    280,    494,     71,     20,    160
195907,    284,    500,     78,     22,    163
195908,    284,    500,     78,     22,    162
195909,    284,    500,     78,     22,    161
195910,    284,    500,     78,     22,    161
195911,    283,    500,     77,     22,    161
195912,    283,    499,     77,     22,    161
196001,    283,    499,     76,     22,    160
196002,    283,    499,     75,     22,    160
196003,    283,    499,     75,     22,    159
196004,    282,    499,     75,     22,    159
196005,    281,    498,     75,     22,    158
196006,    281,    496,     74,     22,    158
196007,    291,    514,     83,     23,    168
196008,    290,    513,     83,     23,    166
196009,    289,    513,     83,     23,    166
196010,    289,    512,     83,     23,    166
196011,    286,    512,     83,     23,    165
196012,    285,    512,     83,     23,    164
196101,    284,    512,     83,     23,    164
196102,    282,    511,     83,     22,    164
196103,    279,    511,     83,     22,    163
196104,    279,    510,     83,     22,    163
196105,    278,    509,     83,     22,    163
196106,    278,    509,     83,     22,    163
196107,    291,    525,     90,     22,    166
196108,    290,    522,     90,     22,    166
196109,    289,    521,     90,     22,    164
196110,    288,    521,     90,     22,    163
196111,    287,    520,     90,     22,    163
196112,    287,    520,     89,     22,    162
196201,    287,    519,     88,     22,    161
196202,    287,    519,     88,     22,    161
196203,    286,    517,     88,     22,    161
196204,    286,    517,     88,     22,    161
196205,    286,    513,     88,     22,    161
196206,    285,    512,     88,     22,    161
196207,    296,    536,     98,     23,    167
196208,    296,    536,     98,     23,    165
196209,    296,    536,     98,     23,    165
196210,    296,    535,     98,     23,    165
196211,    295,    535,     98,     23,    165
196212,    294,    534,     98,     23,    165
196301,    294,    533,     98,     23,    165
196302,    294,    533,     98,     23,    164
196303,    294,    532,     98,     23,    164
196304,    293,    532,     98,     23,    164
196305,    293,    531,     98,     23,    163
196306,    291,    529,     97,     23,    162
196307,    557,    867,    155,     36,    351
196308,    556,    861,    154,     36,    349
196309,    555,    860,    154,     36,    345
196310,    554,    855,    154,     36,    345
196311,    553,    852,    153,     36,    342
196312,    552,    850,    153,     36,    341
196401,    549,    843,    153,     36,    340
196402,    547,    837,    153,     36,    340
196403,    547,    836,    153,     36,    340
196404,    545,    833,    153,     36,    339
196405,    544,    831,    152,     36,    337
196406,    541,    827,    151,     36,    336
196407,    586,    865,    166,     39,    351
196408,    582,    863,    166,     38,    349
196409,    581,    862,    166,     38,    348
196410,    579,    857,    166,     38,    347
196411,    579,    854,    166,     38,    344
196412,    578,    852,    166,     38,    343
196501,    576,    849,    164,     38,    343
196502,    575,    844,    163,     38,    342
196503,    571,    841,    163,     38,    341
196504,    570,    839,    160,     38,    338
196505,    568,    837,    160,     38,    338
196506,    567,    835,    160,     38,    335
196507,    603,    870,    176,     40,    363
196508,    603,    868,    176,     39,    361
196509,    602,    866,    175,     39,    360
196510,    598,    862,    174,     39,    359
196511,    593,    860,    174,     39,    358
196512,    592,    858,    174,     39,    356
196601,    589,    856,    173,     39,    356
196602,    586,    853,    172,     38,    353
196603,    584,    847,    172,     38,    351
196604,    583,    846,    172,     38,    351
196605,    580,    843,    172,     38,    351
196606,    574,    840,    171,     38,    350
196607,    611,    872,    185,     39,    365
196608,    607,    868,    185,     39,    364
196609,    607,    867,    184,     39,    360
196610,    606,    866,    184,     39,    359
196611,    606,    862,    184,     39,    357
196612,    602,    859,    184,     39,    355
196701,    599,    857,    183,     39,    351
196702,    597,    856,    183,     39,    349
196703,    596,    854,    183,     39,    348
196704,    594,    851,    181,     39,    348
196705,    592,    850,    179,     39,    346
196706,    587,    845,    177,     39,    343
196707,    612,    892,    193,     40,    353
196708,    607,    885,    192,     40,    349
196709,    604,    881,    192,     40,    348
196710,    600,    872,    191,     40,    346
196711,    596,    867,    188,     40,    345
196712,    592,    864,    187,     40,    344
196801,    590,    859,    186,     39,    343
196802,    586,    846,    184,     38,    342
196803,    584,    842,    183,     38,    339
196804,    582,    841,    183,     38,    337
196805,    579,    836,    183,     38,    334
196806,    576,    831,    183,     38,    333
196807,    617,    863,    212,     44,    349
196808,    605,    859,    210,     44,    344
196809,    604,    858,    210,     44,    342
196810,    602,    854,    209,     44,    339
196811,    598,    847,    208,     44,    339
196812,    595,    842,    207,     44,    339
196901,    592,    834,    207,     44,    338
196902,    586,    830,    207,     44,    335
196903,    583,    826,    207,     44,    334
196904,    581,    824,    206,     44,    330
196905,    578,    823,    204,     44,    330
196906,    577,    819,    202,     44,    329
196907,    642,    858,    229,     49,    374
196908,    642,    854,    228,     49,    372
196909,    641,    852,    226,     49,    371
196910,    639,    850,    226,     49,    367
196911,    639,    849,    225,     49,    367
196912,    638,    845,    224,     49,    366
197001,    632,    844,    223,     49,    366
197002,    630,    842,    223,     49,    366
197003,    629,    840,    223,     49,    366
197004,    629,    840,    223,     49,    362
197005,    629,    838,    221,     49,    361
197006,    627,    833,    221,     49,    361
197007,    693,    871,    226,     53,    409
197008,    691,    869,    225,     53,    407
197009,    689,    867,    224,     53,    405
197010,    689,    867,    221,     53,    404
197011,    689,    864,    221,     53,    404
197012,    688,    863,    220,     52,    403
197101,    685,    858,    219,     52,    401
197102,    681,    857,    219,     51,    400
197103,    678,    855,    219,     51,    399
197104,    676,    855,    218,     51,    396
197105,    674,    852,    217,     51,    396
197106,    674,    848,    215,     51,    393
197107,    718,    870,    221,     60,    439
197108,    716,    869,    221,     60,    439
197109,    715,    868,    221,     60,    438
197110,    715,    868,    219,     60,    438
197111,    715,    868,    219,     60,    438
197112,    714,    865,    219,     60,    438
197201,    714,    864,    218,     60,    436
197202,    713,    860,    218,     60,    436
197203,    713,    860,    218,     60,    435
197204,    712,    860,    218,     60,    434
197205,    711,    859,    217,     60,    432
197206,    711,    857,    217,     60,    429
197207,    773,    882,    221,     70,    488
197208,    770,    880,    221,     70,    486
197209,    764,    879,    221,     70,    483
197210,    763,    879,    221,     70,    483
197211,    760,    879,    221,     70,    483
197212,    759,    877,    221,     70,    481
197301,    758,    875,    221,     70,    481
197302,    754,    873,    220,     70,    480
197303,    751,    870,    219,     70,    479
197304,    750,    868,    219,     70,    477
197305,    748,    868,    219,     70,    476
197306,    742,    864,    217,     70,    474
197307,   1315,   1321,    475,    138,   1937
197308,   1304,   1316,    471,    136,   1924
197309,   1291,   1310,    468,    136,   1907
197310,   1284,   1306,    465,    133,   1899
197311,   1276,   1303,    461,    133,   1891
197312,   1262,   1290,    453,    133,   1864
197401,   1247,   1283,    449,    130,   1836
197402,   1243,   1279,    447,    128,   1823
197403,   1238,   1276,    445,    128,   1817
197404,   1236,   1275,    439,    128,   1807
197405,   1229,   1270,    436,    127,   1804
197406,   1218,   1261,    434,    125,   1794
197407,   1198,   1272,    432,    131,   1740
197408,   1193,   1269,    431,    130,   1730
197409,   1184,   1264,    426,    129,   1720
197410,   1172,   1264,    421,    129,   1715
197411,   1163,   1261,    417,    129,   1706
197412,   1158,   1254,    415,    129,   1699
197501,   1156,   1245,    412,    129,   1689
197502,   1148,   1241,    410,    126,   1681
197503,   1147,   1239,    408,    125,   1678
197504,   1146,   1235,    406,    125,   1674
197505,   1143,   1230,    406,    125,   1667
197506,   1142,   1229,    405,    125,   1666
197507,   1140,   1260,    402,    134,   1649
197508,   1137,   1257,    402,    134,   1644
197509,   1134,   1251,    400,    134,   1639
197510,   1132,   1250,    399,    133,   1637
197511,   1129,   1249,    399,    131,   1631
197512,   1123,   1246,    398,    131,   1627
197601,   1118,   1244,    396,    129,   1622
197602,   1114,   1237,    395,    129,   1614
197603,   1111,   1233,    395,    129,   1610
197604,   1103,   1232,    394,    129,   1607
197605,   1097,   1230,    390,    128,   1603
197606,   1095,   1222,    389,    128,   1598
197607,   1141,   1277,    412,    135,   1662
197608,   1138,   1275,    410,    135,   1659
197609,   1130,   1268,    410,    135,   1655
197610,   1128,   1266,    408,    135,   1649
197611,   1126,   1260,    408,    135,   1646
197612,   1123,   1257,    406,    134,   1645
197701,   1121,   1251,    403,    131,   1638
197702,   1113,   1246,    399,    130,   1632
197703,   1109,   1241,    397,    129,   1628
197704,   1101,   1236,    397,    128,   1625
197705,   1100,   1232,    396,    127,   1622
197706,   1096,   1222,    395,    125,   1620
197707,   1139,   1278,    431,    135,   1680
197708,   1129,   1272,    429,    133,   1671
197709,   1118,   1267,    426,    132,   1664
197710,   1114,   1262,    424,    132,   1656
197711,   1108,   1256,    422,    131,   1650
197712,   1104,   1253,    421,    130,   1648
197801,   1098,   1241,    418,    128,   1643
197802,   1089,   1233,    413,    125,   1630
197803,   1083,   1230,    412,    125,   1621
197804,   1079,   1226,    411,    125,   1615
197805,   1074,   1217,    408,    124,   1612
197806,   1066,   1203,    407,    123,   1606
197807,   1075,   1240,    422,    125,   1660
197808,   1071,   1233,    421,    124,   1654
197809,   1060,   1224,    419,    124,   1646
197810,   1053,   1221,    418,    122,   1637
197811,   1044,   1217,    416,    122,   1629
197812,   1041,   1212,    414,    122,   1620
197901,   1037,   1208,    410,    121,   1613
197902,   1026,   1198,    408,    121,   1603
197903,   1020,   1192,    407,    120,   1591
197904,   1017,   1187,    405,    119,   1588
197905,   1011,   1184,    401,    118,   1577
197906,   1009,   1180,    400,    117,   1569
197907,   1028,   1237,    442,    127,   1654
197908,   1017,   1229,    442,    127,   1642
197909,   1011,   1221,    441,    126,   1634
197910,   1006,   1218,    439,    124,   1625
197911,   1002,   1214,    438,    124,   1622
197912,    995,   1210,    433,    124,   1615
198001,    989,   1204,    428,    123,   1609
198002,    980,   1194,    425,    123,   1589
198003,    974,   1190,    423,    122,   1584
198004,    970,   1187,    422,    122,   1573
198005,    963,   1181,    420,    119,   1567
198006,    958,   1177,    416,    117,   1557
198007,    995,   1266,    463,    136,   1649
198008,    991,   1265,    463,    136,   1640
198009,    988,   1259,    459,    135,   1626
198010,    978,   1252,    456,    134,   1619
198011,    973,   1250,    455,    134,   1610
198012,    971,   1245,    452,    133,   1604
198101,    964,   1241,    447,    133,   1593
198102,    952,   1238,    442,    132,   1587
198103,    944,   1231,    441,    131,   1579
198104,    940,   1223,    438,    130,   1575
198105,    933,   1217,    437,    128,   1570
198106,    928,   1212,    437,    127,   1569
198107,    989,   1388,    580,    158,   1738
198108,    982,   1386,    578,    156,   1730
198109,    975,   1380,    577,    156,   1728
198110,    968,   1379,    575,    155,   1716
198111,    961,   1373,    572,    154,   1707
198112,    956,   1370,    569,    154,   1701
198201,    948,   1363,    567,    152,   1695
198202,    944,   1360,    563,    152,   1685
198203,    941,   1354,    561,    152,   1676
198204,    934,   1350,    559,    150,   1663
198205,    928,   1343,    556,    149,   1646
198206,    918,   1341,    555,    149,   1634
198207,    965,   1445,    657,    179,   1715
198208,    959,   1439,    654,    175,   1706
198209,    955,   1433,    652,    174,   1696
198210,    951,   1421,    649,    172,   1674
198211,    944,   1413,    645,    171,   1658
198212,    938,   1411,    643,    170,   1639
198301,    936,   1400,    639,    168,   1624
198302,    926,   1390,    637,    167,   1603
198303,    922,   1380,    636,    166,   1598
198304,    918,   1376,    634,    164,   1590
198305,    916,   1369,    632,    162,   1583
198306,    912,   1364,    627,    162,   1571
198307,   1008,   1418,    757,    204,   1735
198308,   1006,   1413,    754,    204,   1724
198309,   1000,   1398,    752,    202,   1710
198310,    994,   1386,    748,    202,   1700
198311,    993,   1378,    745,    202,   1692
198312,    989,   1375,    743,    202,   1683
198401,    981,   1363,    740,    201,   1676
198402,    973,   1352,    738,    198,   1662
198403,    959,   1344,    736,    196,   1655
198404,    956,   1336,    735,    196,   1647
198405,    951,   1328,    732,    196,   1638
198406,    943,   1325,    731,    193,   1627
198407,   1114,   1442,    991,    290,   1871
198408,   1104,   1433,    990,    288,   1856
198409,   1099,   1428,    988,    287,   1843
198410,   1082,   1411,    982,    285,   1823
198411,   1074,   1403,    972,    282,   1803
198412,   1066,   1384,    965,    281,   1790
198501,   1059,   1373,    963,    277,   1782
198502,   1049,   1363,    957,    273,   1757
198503,   1043,   1350,    953,    272,   1749
198504,   1036,   1339,    946,    269,   1742
198505,   1025,   1336,    939,    268,   1730
198506,   1007,   1326,    934,    268,   1714
198507,   1091,   1402,   1039,    317,   1776
198508,   1082,   1394,   1030,    314,   1760
198509,   1073,   1382,   1020,    313,   1739
198510,   1063,   1375,   1015,    312,   1725
198511,   1052,   1364,   1005,    310,   1718
198512,   1040,   1351,    998,    307,   1705
198601,   1027,   1340,    990,    303,   1693
198602,   1022,   1331,    982,    299,   1677
198603,   1015,   1324,    979,    296,   1666
198604,   1008,   1314,    966,    292,   1653
198605,    996,   1300,    960,    291,   1638
198606,    989,   1288,    954,    288,   1620
198607,   1155,   1410,   1049,    364,   1797
198608,   1141,   1392,   1040,    361,   1785
198609,   1134,   1378,   1032,    358,   1768
198610,   1125,   1367,   1023,    356,   1752
198611,   1113,   1353,   1012,    351,   1742
198612,   1102,   1340,   1003,    346,   1724
198701,   1084,   1310,    988,    345,   1691
198702,   1068,   1303,    977,    341,   1675
198703,   1067,   1294,    976,    338,   1670
198704,   1062,   1283,    971,    334,   1658
198705,   1051,   1272,    970,    334,   1650
198706,   1047,   1267,    964,    334,   1638
198707,   1221,   1357,   1096,    412,   2072
198708,   1207,   1353,   1089,    410,   2057
198709,   1196,   1343,   1077,    408,   2045
198710,   1189,   1331,   1070,    406,   2039
198711,   1175,   1321,   1062,    405,   2021
198712,   1161,   1311,   1058,    399,   2003
198801,   1145,   1304,   1049,    397,   1987
198802,   1139,   1297,   1042,    394,   1971
198803,   1131,   1286,   1029,    392,   1950
198804,   1120,   1280,   1024,    384,   1936
198805,   1100,   1271,   1016,    384,   1925
198806,   1076,   1258,   1004,    382,   1903
198807,   1200,   1308,   1083,    405,   2091
198808,   1189,   1297,   1077,    403,   2078
198809,   1178,   1286,   1067,    397,   2053
198810,   1168,   1276,   1057,    391,   2034
198811,   1159,   1268,   1052,    390,   2020
198812,   1147,   1250,   1043,    386,   2005
198901,   1127,   1238,   1028,    383,   1977
198902,   1116,   1230,   1018,    381,   1960
198903,   1108,   1224,   1004,    380,   1945
198904,   1099,   1218,    991,    378,   1930
198905,   1092,   1213,    985,    375,   1915
198906,   1078,   1204,    974,    372,   1905
198907,   1140,   1262,   1011,    401,   1991
198908,   1133,   1255,   1005,    399,   1981
198909,   1122,   1245,    996,    397,   1956
198910,   1108,   1236,    989,    396,   1935
198911,   1100,   1228,    986,    392,   1923
198912,   1087,   1223,    975,    391,   1901
199001,   1078,   1215,    970,    388,   1884
199002,   1071,   1204,    963,    385,   1865
199003,   1061,   1200,    957,    383,   1852
199004,   1055,   1192,    950,    381,   1837
199005,   1045,   1188,    941,    377,   1823
199006,   1039,   1180,    933,    375,   1806
199007,   1103,   1230,    998,    430,   1946
199008,   1095,   1223,    989,    427,   1927
199009,   1086,   1214,    981,    426,   1906
199010,   1079,   1210,    976,    424,   1892
199011,   1067,   1203,    971,    420,   1877
199012,   1061,   1195,    962,    416,   1862
199101,   1060,   1185,    954,    416,   1850
199102,   1054,   1180,    950,    414,   1828
199103,   1048,   1175,    945,    411,   1819
199104,   1043,   1168,    938,    409,   1808
199105,   1034,   1156,    932,    407,   1788
199106,   1025,   1149,    928,    405,   1773
199107,   1070,   1214,    971,    460,   1876
199108,   1060,   1202,    962,    459,   1854
199109,   1054,   1198,    957,    456,   1842
199110,   1050,   1198,    948,    455,   1831
199111,   1045,   1196,    940,    452,   1819
199112,   1036,   1193,    933,    452,   1806
199201,   1031,   1188,    921,    450,   1785
199202,   1026,   1182,    916,    448,   1769
199203,   1017,   1178,    911,    443,   1760
199204,   1011,   1174,    904,    442,   1739
199205,   1006,   1165,    900,    439,   1721
199206,    997,   1154,    891,    434,   1704
199207,   1149,   1204,    977,    565,   1841
199208,   1139,   1194,    969,    557,   1820
199209,   1126,   1186,    958,    555,   1809
199210,   1119,   1182,    955,    549,   1797
199211,   1109,   1177,    949,    542,   1777
199212,   1102,   1175,    944,    542,   1768
199301,   1100,   1173,    939,    541,   1750
199302,   1097,   1170,    931,    540,   1733
199303,   1091,   1168,    928,    537,   1722
199304,   1087,   1165,    921,    535,   1704
199305,   1084,   1162,    920,    532,   1697
199306,   1083,   1158,    917,    528,   1687
199307,   1219,   1211,   1039,    599,   1909
199308,   1211,   1205,   1035,    596,   1897
199309,   1207,   1200,   1032,    590,   1886
199310,   1204,   1197,   1027,    586,   1880
199311,   1199,   1194,   1024,    584,   1868
199312,   1194,   1185,   1022,    582,   1863
199401,   1189,   1183,   1014,    580,   1843
199402,   1183,   1180,   1012,    579,   1823
199403,   1180,   1175,   1005,    574,   1811
199404,   1178,   1172,   1002,    572,   1797
199405,   1177,   1166,    995,    567,   1786
199406,   1174,   1160,    989,    563,   1775
199407,   1365,   1318,   1162,    631,   2086
199408,   1361,   1311,   1160,    627,   2074
199409,   1355,   1304,   1153,    626,   2056
199410,   1346,   1301,   1143,    622,   2041
199411,   1341,   1296,   1138,    614,   2029
199412,   1334,   1291,   1132,    611,   2017
199501,   1324,   1282,   1118,    606,   2003
199502,   1317,   1278,   1111,    602,   1978
199503,   1313,   1271,   1103,    598,   1963
199504,   1304,   1263,   1094,    593,   1948
199505,   1294,   1259,   1093,    590,   1930
199506,   1280,   1250,   1087,    583,   1914
199507,   1400,   1308,   1220,    629,   2116
199508,   1391,   1306,   1210,    621,   2100
199509,   1379,   1305,   1201,    613,   2088
199510,   1372,   1300,   1194,    608,   2077
199511,   1363,   1294,   1187,    604,   2057
199512,   1355,   1287,   1181,    595,   2043
199601,   1348,   1284,   1169,    592,   2025
199602,   1337,   1276,   1163,    588,   1991
199603,   1328,   1267,   1153,    585,   1978
199604,   1328,   1257,   1150,    581,   1961
199605,   1324,   1251,   1144,    578,   1939
199606,   1316,   1241,   1136,    575,   1924
199607,   1439,   1336,   1417,    705,   2216
199608,   1428,   1333,   1409,    698,   2197
199609,   1420,   1322,   1398,    693,   2183
199610,   1406,   1317,   1393,    689,   2171
199611,   1395,   1308,   1386,    688,   2151
199612,   1387,   1303,   1379,    686,   2132
199701,   1375,   1295,   1371,    679,   2113
199702,   1365,   1287,   1360,    674,   2095
199703,   1354,   1285,   1350,    671,   2083
199704,   1344,   1276,   1338,    666,   2061
199705,   1336,   1275,   1328,    662,   2042
199706,   1330,   1270,   1318,    659,   2027
199707,   1448,   1349,   1532,    738,   2282
199708,   1432,   1339,   1521,    735,   2252
199709,   1418,   1321,   1510,    730,   2228
199710,   1401,   1315,   1501,    720,   2214
199711,   1389,   1301,   1495,    713,   2193
199712,   1381,   1293,   1482,    708,   2175
199801,   1364,   1280,   1462,    702,   2143
199802,   1347,   1267,   1448,    698,   2126
199803,   1334,   1263,   1435,    694,   2100
199804,   1317,   1254,   1420,    686,   2069
199805,   1306,   1242,   1411,    683,   2040
199806,   1295,   1236,   1398,    678,   2018
199807,   1412,   1277,   1556,    733,   2247
199808,   1394,   1267,   1540,    728,   2216
199809,   1379,   1257,   1524,    720,   2191
199810,   1361,   1245,   1497,    713,   2173
199811,   1341,   1229,   1468,    696,   2141
199812,   1331,   1224,   1453,    687,   2119
199901,   1315,   1215,   1435,    678,   2087
199902,   1299,   1201,   1418,    670,   2061
199903,   1283,   1190,   1406,    665,   2039
199904,   1262,   1174,   1381,    654,   2015
199905,   1247,   1161,   1366,    649,   1997
199906,   1235,   1152,   1347,    646,   1979
199907,   1250,   1165,   1507,    641,   2111
199908,   1239,   1154,   1489,    632,   2080
199909,   1227,   1131,   1471,    626,   2061
199910,   1213,   1121,   1453,    616,   2042
199911,   1205,   1109,   1435,    612,   2014
199912,   1198,   1090,   1415,    596,   1990
200001,   1179,   1081,   1394,    590,   1968
200002,   1170,   1075,   1377,    586,   1947
200003,   1161,   1064,   1358,    580,   1928
200004,   1154,   1054,   1345,    578,   1889
200005,   1144,   1047,   1331,    575,   1867
200006,   1134,   1040,   1316,    570,   1855
200007,   1181,   1043,   1689,    606,   1960
200008,   1167,   1035,   1671,    603,   1941
200009,   1152,   1027,   1655,    596,   1927
200010,   1140,   1009,   1638,    588,   1911
200011,   1116,    998,   1617,    582,   1880
200012,   1097,    984,   1603,    569,   1856
200101,   1077,    974,   1583,    557,   1838
200102,   1063,    957,   1565,    553,   1807
200103,   1051,    953,   1546,    548,   1787
200104,   1039,    945,   1523,    544,   1771
200105,   1027,    934,   1492,    537,   1747
200106,   1012,    920,   1464,    533,   1730
200107,   1004,    961,   1584,    576,   1760
200108,    992,    957,   1554,    572,   1743
200109,    972,    947,   1509,    569,   1723
200110,    962,    942,   1497,    566,   1705
200111,    953,    936,   1483,    564,   1689
200112,    940,    926,   1458,    560,   1664
200201,    931,    922,   1442,    558,   1641
200202,    920,    914,   1427,    556,   1620
200203,    913,    908,   1412,    554,   1599
200204,    903,    902,   1398,    553,   1584
200205,    897,    893,   1379,    547,   1569
200206,    893,    890,   1359,    546,   1559
200207,    905,    880,   1387,    579,   1604
200208,    901,    870,   1375,    571,   1598
